$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
8,1,0,33,105,28,5,28,7,2.0,455,0.0,0,0.0,0.2,0,0,55.875,6,2.875,1
2,2,0,13,16,1,1,13,1,2.0,88,0.0,0,0.857142857,0.75,1,2,43.0,6,3.0,1
3,2,0,12,31,3,0,12,3,2.0,144,0.0,0,0.75,0.5555555560000001,0,0,47.0,11,4.0,1
2,2,0,16,21,1,1,16,1,2.0,145,0.0,0,0.857142857,0.75,1,3,71.5,8,4.0,1
2,3,0,10,23,1,2,8,2,2.0,114,0.0,0,0.956521739,0.75,1,2,56.0,11,5.5,1
6,1,0,17,32,11,1,16,2,1.044444444,242,0.7777777779999999,1,0.0,0.333333333,0,0,37.83333333,13,2.8333,1
2,1,0,14,6,1,11,3,1,1.977777778,106,0.0,0,0.0,1.0,0,0,7.0,0,0.0,1
2,1,0,4,5,1,4,0,1,1.689655172,88,0.0,0,0.0,1.0,0,0,28.5,0,0.0,1
7,1,0,7,42,9,3,4,4,0.333333333,558,1.0,0,0.0,0.3,0,0,78.57142857,12,3.2857,1
9,1,0,11,45,22,0,11,6,0.75,351,1.0,0,0.0,0.4,0,0,37.77777778,1,0.7778,1
7,1,0,8,43,15,1,7,2,0.166666667,245,1.0,0,0.0,0.4,0,0,33.85714286,12,2.2857,1
6,1,0,11,37,3,1,10,3,0.4,214,1.0,0,0.0,0.26666666699999997,0,0,34.5,8,1.8333,1
12,1,0,12,37,2,5,7,8,0.772727273,319,1.0,0,0.0,0.25974026,0,0,24.75,7,2.5833,1
10,1,0,11,33,0,4,7,6,0.746031746,248,1.0,0,0.0,0.314814815,0,0,23.1,6,2.4,1
7,1,0,9,28,0,3,6,3,0.541666667,265,1.0,1,0.0,0.333333333,0,0,36.28571429,3,1.1429,1
9,1,0,10,30,6,7,5,5,0.671875,235,0.125,0,0.0,0.34375,0,0,24.22222222,3,1.1111,1
8,1,0,27,64,20,0,27,6,0.7857142859999999,313,1.0,1,0.0,0.333333333,0,0,37.875,2,0.875,1
9,1,0,24,45,32,0,24,3,0.875,235,1.0,0,0.0,0.270833333,0,0,24.66666667,7,1.8889,1
5,1,0,22,66,4,2,20,4,0.25,493,1.0,0,0.0,0.41666666700000005,0,0,96.8,1,0.6,1
6,1,0,34,105,0,2,32,3,0.5,620,1.0,0,0.0,0.37142857100000004,0,0,102.0,7,1.8333,1
5,1,0,22,45,8,2,20,3,0.25,165,1.0,0,0.0,0.3,0,0,31.8,15,3.4,1
9,1,0,14,39,0,4,10,5,0.5,406,1.0,1,0.0,0.3125,0,0,43.66666667,7,1.7778,1
8,1,6,28,44,26,10,23,3,0.9285714290000001,342,1.0,0,0.0,0.37142857100000004,0,0,41.5,19,3.75,1
15,1,0,23,75,49,10,13,10,0.28571428600000004,940,1.0,0,0.0,0.154761905,0,0,61.6,12,3.4667,1
16,2,1,17,66,58,3,14,14,0.8,918,1.0,0,0.46428571399999996,0.333333333,0,0,56.0,16,2.6875,1
8,2,0,8,32,0,2,6,8,0.571428571,219,1.0,2,0.65,0.375,0,0,26.0,15,2.625,1
22,2,0,4,44,135,1,4,20,0.8787878790000001,388,1.0,1,0.130434783,0.20105820100000002,0,0,16.13636364,16,2.0,1
17,2,0,14,58,100,2,12,11,0.90625,444,1.0,2,0.46428571399999996,0.3,0,0,24.64705882,12,2.0588,1
10,2,0,15,39,0,2,13,9,0.5,210,1.0,0,0.590909091,0.242857143,0,0,19.8,9,1.9,1
4,2,0,18,38,0,2,16,4,0.0,268,1.0,1,0.8125,0.5,0,0,65.75,27,7.25,1
4,2,0,9,36,2,0,9,3,0.8666666670000001,371,1.0,0,0.6,0.666666667,0,0,89.25,23,6.0,1
17,3,0,11,39,52,2,9,17,0.794642857,535,1.0,3,0.578947368,0.218487395,1,3,30.05882353,21,2.5294,1
16,3,0,34,52,60,24,12,16,0.828571429,428,1.0,0,0.594594595,0.25,1,4,25.3125,29,2.8125,1
5,3,0,20,51,0,4,16,5,0.0,319,1.0,1,0.818181818,0.666666667,2,3,62.6,23,6.4,1
6,3,0,12,56,13,1,11,3,0.7,606,1.0,0,0.848484848,0.4,2,4,99.33333333,15,5.5,1
67,1,0,44,172,1931,9,37,60,0.952101662,1449,0.967741935,5,0.0,0.109090909,0,0,20.164179100000002,49,1.9104,1
20,2,0,31,107,104,3,29,14,0.8728070179999999,844,0.833333333,1,0.40625,0.185,0,0,40.6,39,3.5,1
28,2,0,31,106,216,2,29,20,0.877492877,828,0.692307692,3,0.325,0.203571429,0,0,28.10714286,17,3.2143,1
20,2,0,14,71,90,3,12,18,0.837320574,677,1.0,3,0.419354839,0.190789474,0,0,32.3,34,3.1,1
61,1,0,46,136,378,25,21,61,0.8816666670000001,776,1.0,2,0.0,0.111241218,0,0,11.55737705,11,1.541,1
50,1,0,46,108,697,27,20,48,0.871985158,976,0.9090909090000001,2,0.0,0.135007849,0,0,18.3,8,2.1,1
25,2,0,26,87,168,2,24,22,0.854166667,753,1.0,1,0.35135135100000003,0.188,0,0,28.64,16,1.6,1
22,2,0,25,64,135,2,23,20,0.865800866,544,0.818181818,2,0.393939394,0.304761905,0,0,23.22727273,22,1.9545,1
14,1,0,30,69,51,1,29,12,0.8205128209999999,511,1.0,2,0.0,0.192307692,0,0,35.07142857,17,2.5,1
25,1,0,32,86,174,11,21,22,0.868055556,740,1.0,2,0.0,0.333333333,0,0,28.12,11,2.48,1
15,1,0,18,52,37,3,15,14,0.75,271,1.0,4,0.0,0.255102041,0,0,16.53333333,13,2.0667,1
11,1,0,5,59,25,1,4,2,1.075609756,1312,0.975609756,0,0.0,0.271428571,0,0,114.54545449999999,10,4.1818,1
8,2,2,12,60,12,4,9,1,0.75,709,0.0,0,0.333333333,0.6785714290000001,0,0,86.125,23,5.0,1
12,2,0,10,37,14,2,8,12,0.8311688309999999,390,0.7142857140000001,1,0.541666667,0.3,0,0,30.91666667,30,3.3333,1
7,1,0,13,50,0,1,12,5,0.625,488,0.75,1,0.0,0.270833333,0,0,68.14285714,39,6.4286,1
16,2,0,13,60,34,4,9,9,0.8666666670000001,483,0.375,0,0.46428571399999996,0.258928571,0,0,28.6875,8,2.4375,1
12,2,0,16,51,10,2,14,10,0.818181818,435,0.666666667,1,0.541666667,0.23809523800000001,0,0,34.75,27,3.5833,1
11,3,0,18,71,1,3,16,9,0.814285714,542,0.857142857,1,0.6875,0.303030303,1,3,47.63636364,16,2.7273,1
14,2,2,19,71,47,8,13,11,0.666666667,442,0.666666667,0,0.5,0.255102041,0,0,30.35714286,7,1.5,1
15,2,0,21,53,27,2,19,14,0.728571429,357,1.0,3,0.481481481,0.192592593,0,0,22.46666667,13,1.8667,1
15,1,0,28,84,99,0,28,6,0.35714285700000004,507,1.0,0,0.0,0.314285714,0,0,32.73333333,19,2.6,1
9,1,0,38,102,30,1,37,3,0.625,620,1.0,0,0.0,0.19642857100000002,0,0,67.77777778,6,2.2222,1
